0.65625	0.608	0.6045
0.64725	0.5985	0.59575
0.658	0.59325	0.607
0.668	0.59575	0.6105
0.64275	0.59975	0.607
0.66225	0.60975	0.606
0.65475	0.6035	0.6215
0.64525	0.5985	0.612
0.6505	0.59825	0.6175
0.6525	0.59625	0.61875
0.65325	0.59875	0.61025
0.653	0.60125	0.58875
0.6525	0.59575	0.59775
0.659	0.58975	0.59625
0.647	0.59925	0.61125
0.66075	0.6005	0.607
0.65425	0.5915	0.601
0.64975	0.6095	0.61525
0.6645	0.60375	0.624
0.65675	0.61125	0.60725
0.67275	0.6035	0.609
0.6575	0.59925	0.605
0.6535	0.60575	0.599
0.644	0.59425	0.596
0.65375	0.5995	0.60675
0.65975	0.60675	0.608
0.65	0.59	0.61975
0.6485	0.592	0.5985
0.64425	0.60475	0.614
0.6615	0.60525	0.61375
0.65175	0.59575	0.59725
0.659	0.60375	0.60975
0.66075	0.61825	0.62525
0.65125	0.59175	0.60425
0.65075	0.5875	0.61
0.65625	0.603	0.60875
0.65475	0.59875	0.608
0.6575	0.605	0.6045
0.6555	0.59725	0.62625
0.649	0.5995	0.6015
0.6605	0.59675	0.61175
0.656	0.60675	0.611
0.6625	0.60625	0.6045
0.65	0.60325	0.60175
0.65925	0.603	0.58975
0.661	0.59675	0.613
0.6395	0.59975	0.5935
0.647	0.589	0.593
0.65925	0.596	0.614
0.66875	0.60125	0.61375
0.6615	0.60925	0.60025
0.648	0.6005	0.61725
0.65375	0.6035	0.6115
0.651	0.6055	0.6005
0.65575	0.598	0.607
0.66425	0.59825	0.60925
0.646	0.593	0.6165
0.65575	0.597	0.599
0.64525	0.601	0.60375
0.66025	0.59375	0.603
0.66425	0.59475	0.628
0.6585	0.60475	0.61
0.65275	0.6025	0.61125
0.655	0.595	0.61125
0.662	0.61775	0.61275
0.65775	0.59775	0.59925
0.64325	0.589	0.61225
0.65325	0.60075	0.605
0.661	0.59525	0.61875
0.65375	0.60275	0.59675
0.6485	0.60475	0.5995
0.6515	0.60225	0.59075
0.646	0.58825	0.59575
0.66425	0.602	0.60175
0.653	0.5995	0.59125
0.66325	0.609	0.595
0.66825	0.61025	0.6115
0.65275	0.59375	0.617
0.65475	0.59475	0.608
0.6535	0.597	0.6075
0.65525	0.6085	0.61275
0.668	0.60425	0.61875
0.642	0.59425	0.618
0.64875	0.5795	0.607
0.66475	0.60675	0.599
0.6535	0.594	0.61125
0.66375	0.597	0.58075
0.6535	0.595	0.59775
0.65675	0.6095	0.61025
0.662	0.61275	0.631
0.655	0.60425	0.6145
0.65525	0.59875	0.605
0.644	0.5965	0.62175
0.65825	0.605	0.60075
0.63725	0.59275	0.60825
0.66125	0.58925	0.61
0.6605	0.61025	0.615
0.645	0.59575	0.6145
0.6655	0.59125	0.603
0.6675	0.61725	0.62125
